id,day,month,year,source_database,source_database_encoded,attack_description,industry_type,industry_type_group,industry_type_group_encoded,subcategory,subcategory_group,subcategory_group_encoded,attack_details,ti_safe_score,impact,link_at_the_internet,Africa,Asia,Australia,Europe,North America,South America
975,6,1,2022,TI Safe,4,"Bernalillo County, N.M., Systems Disrupted by Cyber Attack",Government,Public,9,Government Facilities,Government,14,"New Mexico’s most heavily populated county was hit with an apparent ransomware attack early Wednesday morning. Many systems are shut down, but public safety services remain in operation.",4.0,"he attack and response have left many county buildings shuttered, while employees work remotely to try to meet resident needs. Among the effects: the Metropolitan Detention Center suspended visitations.",govtech.com,0,0,0,0,1,0
974,5,1,2022,TI Safe,4,Tourisme Montréal confirms being hit by a cyber attack,Government,Public,9,Government Facilities,Government,14,An investigation is ongoing to determine what data may have been affected,3.0,Data leakage,montrealgazette.com,0,0,0,0,1,0
973,5,1,2022,TI Safe,4,"Hackers breached Florida health care system, potentially exposing data on 1.3 million people",Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,"Hackers breached the computer networks of a southeast Florida health care system in October and may have accessed sensitive personal and financial information on over 1.3 million people, the health care system announced this week.",5.0,Data leakage,amp.cnn.com,0,0,0,0,1,0
972,4,1,2022,TI Safe,4,Ransomware at Mato Grosso do Sul water company,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The IT systems of Sanesul, the Sanitation Company of Mato Grosso do Sul, suffered a ransomware attack in the early hours of Sunday morning, compromising the company's entire operation.",5.0,"The attack comprpomised all the company's systems, impairing the registration of occurrences, the opening of service orders and the registration of new customers",cisoadvisor.com.br,0,0,0,0,0,1
971,3,1,2022,TI Safe,4,Cyber attack disrupts Gloucestershire Council's website,Government,Public,9,Government Facilities,Government,14,A council is working to restore parts of its website 11 days after they were crippled by a cyber attack.,5.0,Systems affected include the council's online revenue and benefits sections as well as planning and customer services,bbc.com,0,0,0,1,0,0
970,3,1,2022,TI Safe,4,Cyber-attack on UK’s Defence Academy caused ‘significant’ damage,Education and Research,Public,9,Education and Research,Education and Research,9,"A cyber-attack on the UK’s Defence Academy caused “significant” damage, a retired high-ranking officer has revealed.",4.0,The Defence Academy was forced to rebuild its network.,theguardian.com,0,0,0,1,0,0
969,29,12,2021,TI Safe,4,SLGA targeted in Christmas Day cyber attack,Government,Public,9,Government Facilities,Government,14,The Saskatchewan Liquor and Gaming Authority (SLGA) is investigating following a cyber attack on Christmas Day.,3.0,The organization said it has temporarily disabled some computer systems and applications as part of the investigation.,regina.ctvnews.ca,0,0,0,0,1,0
968,28,12,2021,TI Safe,4,400K individuals' information exposed in phishing incident  ,Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,"Monongalia Health System, and its affiliated hospitals, Monongalia County General Hospital Company and Stonewall Jackson Memorial Hospital Company – collectively known as ""Mon Health"" – have begun notifying individuals that their data may have been compro",3.0,Data Leakage,healthcareitnews.com,0,0,0,0,1,0
967,28,12,2021,TI Safe,4,Roundup: Multiple healthcare orgs report cyber attacks,Information Technology,Technology,10,Information Technology,Technology,24,"CompuGroup Medical worked to get internal systems back online after a ransomware attack, while healthcare providers in West Virginia and Texas notified hundreds of thousands of individuals about information breaches.",3.0,"The company said that the attack affected the availability of some internal services, such as email and phones.  ",healthcareitnews.com,0,0,0,0,1,0
966,27,12,2021,TI Safe,4,When Microsoft issued emergency fixes for four vulnerabilities ,Information Technology,Technology,10,Information Technology,Technology,24,The panic was prompted by Microsoft's disclosure that a China-based advanced persistent threat (APT) group called Hafnium had been actively targeting the flaws for weeks before the patches were issued.,5.0,"Attacks were so numerous that F-Secure at one point described vulnerable Exchange Servers worldwide ""being hacked faster than we can count.""",darkreading.com,1,1,1,1,1,1
965,27,12,2021,TI Safe,4,More than a month has now passed since the cyber attack on automotive supplier Eberspächer. ,Sector and Production,Manufacturing,8,Automotive,Transport,25,"
The Stuttgart public prosecutor's office is investigating on suspicion of computer sabotage and attempted extortion.",4.0,"According to the company, it then shut down all IT systems and disconnected network connections.",maschinenmarkt.vogel.de,0,0,0,1,0,0
964,20,12,2021,TI Safe,4,Belgian Defence ministry network partially down following cyber attack,Government,Public,9,Government Facilities,Government,14,Part of the Belgian Ministry of Defence’s network was down for several days as a result of a “serious” cyber attack after a security hole was discovered in the software.,5.0,"he attack is a result of Log4Shell critical vulnerability, a bug in the security of Apache’s widely used software Log4j",brusselstimes.com,0,0,0,1,0,0
963,14,12,2021,TI Safe,4,Employee reporting system down following cyber attack,Education and Research,Public,9,Education and Research,Education and Research,9,"The University’s online time reporting system for employees, Kronos, is “currently unavailable” after a cybersecurity incident last week potentially compromised GW employees’ information, officials announced in an email Tuesday.",3.0,"First and last names, GWIDs, Net IDs, GW email addresses, office phone numbers and campus addresses may have been compromised, but social security numbers, birth dates or financial information are not stored in Kronos and are therefore secure.",gwhatchet.com,0,0,0,0,1,0
962,14,12,2021,TI Safe,4,"After cyber attack, MDH website still missing COVID metrics",Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,"Several daily COVID-19 metrics remain missing on the Maryland Department of Health (MDH)’s website as of Tuesday, after a cyber attack forced it to shut down more than a week ago.",5.0,Site offline / daily COVID-19 metrics remain missing ,wypr.org,0,0,0,0,1,0
961,13,12,2021,TI Safe,4,Cyber attack on Hellmann Worldwide Logistics,Transport sector and,Transport,11,Transportation Systems,Transport,25,"The freight forwarding and logistics company has been the victim of a cyber attack - affecting its business operations.
",4.0,"As a precautionary measure, all connections to the central data centers were immediately cut, according to the company, but this is currently still having a significant impact on business operations.",verkehrsrundschau.de,0,0,0,1,0,0
960,13,12,2021,TI Safe,4,Statement RE: ransomware cyber attack directed at Frontier Software,Government,Public,9,Government Facilities,Government,14,"The South Australian Government was recently informed by its external payroll software provider, Frontier Software, that it was the victim of a ransomware cyber attack directed at Frontier Software.",5.0,Significant personal information of SA Government employees had been stolen from Frontier’s systems.,premier.sa.gov.au,0,0,1,0,0,0
959,13,12,2021,TI Safe,4,Investigation continues into cyber-attack on Oahu Transit Services,Transport sector and,Transport,11,Transportation Systems,Transport,25,he investigation continues into the cyber-attack on online servers at Oahu Transit Services.,4.0,The attack affected multiple online systems at the OTS and threw services to TheHandi-Van in total disarray.,kitv.com,0,0,0,0,1,0
958,13,12,2021,TI Safe,4,"Hackers break into Virtual School website, curse Bolsonaro and demand ransom",Government,Public,9,Government Facilities,Government,14,"The group that invaded the platforms of the Ministry of Health in the early hours of Friday (10) has claimed a new victim. This time, hackers attacked the Virtual School site, a distance learning environment linked to the Ministry of Economy.",4.0,Site down / data encrypted / distance learning interrupted / defacement,noticias.uol.com.br,0,0,0,0,0,1
957,10,12,2021,TI Safe,4,"Irish health cyber-attack could have been even worse, report says",Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,"Ransomware locked staff out of their computer systems and ""severely"" disrupted healthcare in the country.",5.0,"Ransomware locked staff out of their computer systems and ""severely"" disrupted healthcare in the country.",bbc.com,0,0,0,1,0,0
956,10,12,2021,TI Safe,4,Ministry of Health's website suffers hacker attack in the early hours of the morning and goes offline,Government,Public,9,Government Facilities,Government,14,"According to the group that hacked the portal, more than 50 terabytes of data were deleted",5.0,Site down / 50TB of hijacked data,cnnbrasil.com.br,0,0,0,0,0,1
955,7,12,2021,TI Safe,4,Apex Brasil suffers hacker attack,Government,Public,9,Government Facilities,Government,14,The Brazilian Trade and Investment Promotion Agency (Apex-Brasil) suffered a hacker attack this weekend,4.0,Site and landlines are down,metropoles.com,0,0,0,0,0,1
